"screenName" "isTroll" "created" "text" "isRetweet" "favoriteCount" "retweetCount" "name" "protected" "listedCount" "followersCount" "location" "favoritesCount" "friendsCount" "verified" "description"
snapchat: Arielmaciel :)"
"justin_bieber79" "jbxhemmings" NA 1323473198 "RT @JBCrewdotcom: Video of Justin Bieber with a fan in Antwerp last night. (October 6) https://t.co/xIdZoH54YF" TRUE 0 1790 "giorgia" FALSE 11 1842 "" 23832 2344 FALSE "@halsey: music is fucking beautiful."
"justin_bieber80" "_hazza_27" NA 1464267657 "RT @Iyricart: Justin Bieber // The Feeling https://t.co/OxlHOpinZO" TRUE 0 2493 "useless girl" FALSE 2 134 "Colombia" 1796 399 FALSE "love is our resistance."
"justin_bieber81" "randomfandom264" NA 1446579513 "RT @WestonKoury: justin bieber really strugglin out her to stay unnoticed wearing all these disguises https://t.co/XHZYLXC3Bf" TRUE 0 1825 "AanchÌ†ºÌæÉ" FALSE 3 422 "Union City, CA" 7722 979 FALSE "i stan many ; i am smol bean"
"justin_bieber82" "Markmy_KingKy" NA 1461630282 "RT @STYLESCONFUSA: 32 - justin bieber https://t.co/PyNjOFXBZk" TRUE 0 3795 "Milena" FALSE 4 2746 "Sentando no Jerry,JayB" 10409 4997 FALSE "Loucura √© um prazer que s√≥ louco sente//DA RT NO FIXADO PLS ??"
"justin_bieber83" "Inesbelieber28" NA 1360662648 "RT @haileybaldwin: If you don't like Justin Bieber's new album then get out... Leave right now! It is so good. #grindinnnnn" TRUE 0 4938 "in√™s from chanel ‚ú®" FALSE 42 11556 "portugal / justin rted me " 32740 4116 FALSE "I stan prince of pop which has a diamond award and grammy hm when will your fave ever?"
"justin_bieber84" "kintanmediana3" NA 1344409421 "RT @WestonKoury: justin bieber really strugglin out her to stay unnoticed wearing all these disguises https://t.co/XHZYLXC3Bf" TRUE 0 1825 "Kintan Mediana" FALSE 2 556 "Indonesia" 2535 1835 FALSE "I'm 16 yo girl 
I'm just a fangirl and waiting for being noticed by my idols and meet them‚ù§
percayalah hidup ini ga seindah cerita wattpad"
"justin_bieber85" "CarbajalTori" NA 1433105502 "RT @SORRYNOTSOORRY: *justin Bieber comes on* 
me: oh shit this my song 
friend: please don't do it
me: https://t.co/zvVekg991w" TRUE 0 691 "tori ‚úû" FALSE 0 394 "" 6953 442 FALSE "do your best & give God the rest. || 9.09.16Ì†ΩÌ≤ó"
"justin_bieber86" "SponJokes" NA 1369703403 "A covert Justin Bieber is me trying to hide my love for @ladygaga #JOANNE #LadyGaga #JoanneVibes https://t.co/MofIkvF9KV" FALSE 0 0 "Spoon Ì†ºÌæ∂ Ì†ΩÌ∞¢ Monster" FALSE 3 517 "Rihanna's butt " 3310 494 FALSE "Ì†ΩÌ≤ãNialler  Ì†ºÌæπ Ì†ΩÌ±ÄI like shade Ì†ºÌΩÜ My partner in crime @alejaechev  Ì†ΩÌ±Ω | Criaturita del se√±or desde 2013  PRESIDENTA DEL FAN CLUB BEBE REXHA COLOMBIA"
"justin_bieber87" "Supergaybros" NA 1389989610 "@JohnnyRapidATL looks just like Justin Bieber in @MEN's new Pop Star parody - Watch the VIDEO HERE:‚Ä¶ https://t.co/vOfDYawNuv" FALSE 2 1 "SuperGayBros" FALSE 41 9832 "" 928 2166 FALSE "The latest and hottest gay porn videos"
"justin_bieber88" "BieberInTheNews" FALSE 1293740558 "Justin Bieber Epically Fails at Wearing a Disguise in Amsterdam https://t.co/msBKVdlgxt #BITN" FALSE 0 0 "Bieber In The News" FALSE 76 1969 "" 0 1284 FALSE "Follow us for the latest news on Justin Bieber! 'Like' us on Facebook!"
"justin_bieber89" "titizer" NA 1257139218 "#NowPlaying Sorry by Justin Bieber ‚ô´ https://t.co/lhX1Ra50AH" FALSE 1 0 "titizer" FALSE 18 381 "the valley of hearts delight" 2222 1060 FALSE "just trying to be happy and do good"
"justin_bieber90" "CarbajalTori" NA 1433105502 "RT @alexistatum25: If you can't go from jamming to Kodak black to Justin Bieber w ya girlfriends r ya even girlfriends..¬ø" TRUE 0 5 "tori ‚úû" FALSE 0 394 "" 6953 442 FALSE "do your best & give God the rest. || 9.09.16Ì†ΩÌ≤ó"
"taylor_swift1" "mALFAnction" NA 1340504275 "RT @tayIorscurIs: Kanye West was exposed even when Taylor Swift didn't do anything. Karma is real. #KanyeWestExposedParty https://t.co/sM6h‚Ä¶" TRUE 0 827 "Majoy" FALSE 1 816 "Comfort Zone" 1053 785 FALSE "if u can‚Äôt handle me randomly blurting out song lyrics that relate to what u just said, we can‚Äôt be friends"
"taylor_swift2" "longliveswift16" NA 1241677665 "RT @amylorswlum: Nobody is more proud of Ed Sheeran than Taylor Swift. https://t.co/LKhTuGZogT" TRUE 0 70 "patricia cunanan" FALSE 28 1193 "" 48 1464 FALSE "I dedicated my life to a blonde singer/songwriter who is obssesed with cats, baking and crime shows. And it was the greatest decicion of my life"
"taylor_swift3" "miguel141096" NA 1355239648 "I liked a @YouTube video https://t.co/mrEEFJVceq Clean - Taylor Swift || Kenzie Nimmo" FALSE 0 0 "Mike Hern√°ndez" FALSE 1 254 "M√©xico,DF" 109 378 FALSE "Facultad de Ciencias | Futuro matem√°tico | La m√∫sica es la expresi√≥n de los sentimientos :3"
"taylor_swift4" "QCountryKnox" NA 1371652039 "Now Playing: Taylor Swift -  Haunted is on Q106.8 Country #NowPlayingOnTheQ" FALSE 0 0 "Q106.8 Country" FALSE 31 2963 "Knoxville, TN" 122 3022 FALSE "Playing The Best Old & New Country Today & Tomorrow!"
"taylor_swift5" "DjamilMubaraq" NA 1253205407 "There's Ayinla omo wura,  Barrister, Pasuma, West life, Maher zain,  Taylor swift and others" FALSE 0 0 "Tirunesh" FALSE 43 3953 "Sahara" 687 1683 FALSE "Welcome to the greatest scam of all"
"taylor_swift6" "swiftlystyless" NA 1434342924 "RT @Scoopla: .@kanyewest's 'Famous' Demo Track Just Leaked With Lyrics That Basically Prove He Lied To @taylorswift13 
PLOT TWIST
https://t‚Ä¶" TRUE 0 142 "jess" FALSE 18 583 "fl‚òÄÔ∏è" 39734 386 FALSE "better still be my winding wheel"
"taylor_swift7" "beyonceish" FALSE 1354745202 "RT @thisickbeat: demi: all body types are beautiful
taylor swift: thank y-
demi: https://t.co/yWePCKXtAT" TRUE 0 592 "BEYONCEISH" FALSE 6 363 "" 331 422 FALSE ""
"taylor_swift8" "lois_moeller" NA 1430738558 "Taylor Swift 
„ÄéWildest Dreams„Äè

#MVËß£Á¶Å
#„Åì„ÅÆÊõ≤„É§„Éê„ÅÑ„Å®ÊÄù„ÅÜ‰∫∫RT https://t.co/KYUU1meka3" FALSE 0 0 "„ÅÆ„ÇÄ„Çâ„Å™„Å§„Åø" FALSE 0 226 "" 0 892 FALSE "Êú≠Âπå„Ç≥„Éü„É•Èöú„É©„Éñ„É©„Ç§„Éê„Éº„ÄÅ„Çµ„É≥„Ç∑„É£„Ç§„É≥Ê•Ω„Åó„Åø"
"taylor_swift9" "sofialeal_mora" NA 1461528304 "RT @beautifulcelebz: RT for Ariana Grande 
LIKE for Taylor Swift https://t.co/RcJKua4caE" TRUE 0 285 "~sofi~" FALSE 4 221 "" 3451 767 FALSE "Hello, I'm fan of Katy Perry she's my motivation and my dream, my twitter focuses on her, but also in the material will find my favorite YouTuber, Rubius....‚ô°!!"
"taylor_swift10" "betterwithsel" NA 1338598338 "RT @Iyricsart: you are in love // taylor swift https://t.co/0gsrqfGkgT" TRUE 0 403 "ana" FALSE 4 498 "ravenclaw - thunderbird" 2943 488 FALSE "uhuuuuuuuuuuuuuulll... vai que √© tua lixo humano"
"taylor_swift11" "autumnroleplayx" NA 1475190029 "Do you think @sophiaswifts fits Taylor Swift ?" FALSE 0 0 "Autumn Games" FALSE 0 168 "United States" 45 181 FALSE "Games n stuff for your boredom and mine xo"
"taylor_swift12" "selewsober" NA 1359043517 "RT @people: Kanye West‚Äôs #Famous demo leaked, reveals different lyrics on Taylor Swift and Amber Rose https://t.co/vf4dCRVhNc https://t.co/‚Ä¶" TRUE 0 1212 "byanka" FALSE 5 1821 "" 1213 1195 FALSE "oi meninas do brasil"
"taylor_swift13" "mxhicki" NA 1259365836 "RT @thisickbeat: demi: all body types are beautiful
taylor swift: thank y-
demi: https://t.co/yWePCKXtAT" TRUE 0 592 "tweep ogero" FALSE 74 9424 "" 119887 979 FALSE "//"
"taylor_swift14" "TSNMINAYA" NA 1274824041 "RT @thisickbeat: demi: all body types are beautiful
taylor swift: thank y-
demi: https://t.co/yWePCKXtAT" TRUE 0 592 "anitaÌ†ºÌ∑¨Ì†ºÌ∑æÌ†ΩÌ±ë" FALSE 37 2820 "nikkis bitch‚Ä¢anna's c" 106591 886 FALSE "i would say im sorry if i really meant it ‚Ä¢ unbothered guyanese queen ‚Ä¢ #blacklivesmatter ‚Ä¢ hers ‚ô°"
"taylor_swift15" "newsnowforever2" NA 1463574854 "Is Taylor Swift Dropping a Surprise New Album? 6 Things She Must Address ‚Äì Us Weekly https://t.co/BqJKn52VgB" FALSE 0 0 "News Now Forever" FALSE 30 278 "United States" 0 496 FALSE "The Latest News in One Place . You can get news from your favorites sources about celebrities , entertainers , Athletes , Education , Finance , Etc."
"taylor_swift16" "cry4cora" NA 1473871681 "@electra4prez thought you meant 22 by taylor swift lmfao" FALSE 1 0 "portia" FALSE 0 55 "10.03" 109 50 FALSE "I'm pretty when I cry"
"taylor_swift17" "biebsmydrugxx" NA 1259363441 "RT @Angel_Fraire1: When you see Taylor swift fans trying to expose Kayne, but failing miserably #KanyeWestExposedParty https://t.co/IEatJCd‚Ä¶" TRUE 0 1782 "Sara" FALSE 30 10970 "Colombia Papi " 1865 9647 FALSE "And if you feel you're sinking, I will jump right over Into cold, cold water for you ‚ú® /FCBarcelona-Atl√©tico Nacional"
"taylor_swift18" "indiansinner" NA 1343719058 "RT @thisickbeat: demi: all body types are beautiful
taylor swift: thank y-
demi: https://t.co/yWePCKXtAT" TRUE 0 592 "sabrina" FALSE 35 4223 "nyc" 13289 346 FALSE "earth, wind & fiYAH,         No.99"
"taylor_swift19" "1034FMJakarta" NA 1288082490 "#1034FMPLAYING : Taylor Swift - Style #AsliBikinNyaman" FALSE 0 0 "RADIO 1034FM JAKARTA" FALSE 65 41022 "Jakarta Selatan, DKI Jakarta" 3028 4731 FALSE "ASLI BIKIN NYAMAN  #MOVEONPAGI #MOVEONSIANG #MOVEONSORE #WA : 0815 1034 1034/ Office : 79190416 Studio : 79190413  /"
"taylor_swift20" "sxdicaprio" FALSE 1352509111 "RT @TheFactsOfShade: Demi Lovato is considered a A-listed vocalist whilst Taylor Swift &amp; Selena Gomez are D-listed. https://t.co/Y9lLsGExcc" TRUE 0 774 "Ì†ºÌº∏salmaÌ†ºÌº∏" FALSE 10 926 "#HalaMadrid" 15327 199 FALSE "that spice is a mad ting"
"taylor_swift21" "bambimutua" NA 1430841075 "Taylor Swift
„ÄéShake It Off„Äè

#„Åì„ÅÆÊõ≤„É§„Éê„ÅÑ„Å®ÊÄù„ÅÜ‰∫∫RT https://t.co/znfJFGoJLM" FALSE 2 0 "„Åø„Åø„Åã" FALSE 0 96 "" 0 495 FALSE "Êù±‰∫¨Âñ∞Á®Æ/„Ç∞„É´„Ç´„É´„ÇÑ„Å£„Å¶„Åæ„ÅôÔºÅÁÑ°Ë®Ä„Éï„Ç©„É≠„Éº„Åô„Åø„Åæ„Åõ„Çì„ÄÅ„Éï„Ç©„É≠„Éê„Åó„Å¶„Åè„Çå„Çã„Å®„ÅÇ„Çä„Åå„Åü„ÅÑ„Åß„Åô"
"taylor_swift22" "oraclesus" NA 1444588120 "\"I'll contact my lawyer\" umm does Taylor swift own this account Ì†æÌ¥î https://t.co/V75a68Sete" FALSE 7 3 "saved" FALSE 0 45 "" 3 48 FALSE ""
"taylor_swift23" "gomezp4jera" NA 1456507517 "RT @cyrusfobica: 32- Taylor Swift. https://t.co/niwvkUGhsL" TRUE 0 318 "Flor Vigna;" FALSE 5 496 "Wonderland " 749 488 FALSE "Mujer Bonita Es La Que Lucha Flor Vigna  Dalasito Pambisito German Garmendia EVOLution Revival #SG2 1989  #KINDNESSLENA‚ú® Y #THEPIJ4SREVIV4L"
"taylor_swift24" "kyanasdfghjkl" NA 1441721792 "RT @ZigiFacts: According to @TMZ, Zayn and Taylor Swift have a song which is coming out in October called \"Dentures\"" TRUE 0 123 "kiana" FALSE 3 304 "" 1291 225 FALSE "XIIXXIVMMII @bllrkiana @hzkhelisha"
"taylor_swift25" "isntshetaylor" NA 1452699217 "RT @kenzienimmo: Clean - Taylor Swift || Kenzie Nimmo https://t.co/0olr937XYG" TRUE 0 22 "taylor" FALSE 1 43 "Florida, USA" 3818 51 FALSE "and if you want to hurt yourself, remember that I love you."
"taylor_swift26" "Tmcfaul32" NA 1348174288 "Taylor Swift was in the episode of New Girl that I just watched and I was so shocked" FALSE 0 0 "Tayyy" FALSE 1 367 "Milos hamburgers" 1581 186 FALSE "Be strong in the Lord and never give up hope. {2 Corintians 5:7} #BC2forlife MHS Alumni"
"taylor_swift27" "NeumanAlisa" NA 1430610129 "Taylor Swift - I Knew You Were Trouble https://t.co/i7kSbfIJQp" FALSE 0 0 "Ôºä„ÇÜ„ÅÜ„ÅüÔºä" FALSE 0 4 "" 0 20 FALSE "Â∫ú‰∏≠Â∞è‚ÜíÂ∫ÉÂ≥∂Â§ßÈôÑÂ±û‰∏≠Â≠¶ 3-B/„Ç¢„Éº„ÉÅ„Çß„É™„Éº/backnumber/RADWIMPS/BUMP OF CHICKEN"
"taylor_swift28" "TaylorSwift_See" NA 1329060744 "#TaylorSwift #Music Taylor Swift 1989 Tour VIP package Swag Bag #Collection New https://t.co/sCfGh2xvs1 #onsale https://t.co/QO11wKnFD7" FALSE 1 0 "TaylorSwift_See" FALSE 378 5300 "" 0 4126 FALSE "The latest Miley Cyrus gossip online keeping you up to date with all Taylor Swift news. #TeamFollowBack"
"taylor_swift29" "EstelaZani" NA 1430621109 "Taylor Swift 
„ÄéWe Are Never Ever Getting Back Together„Äè

#„Åì„ÅÆÊõ≤„É§„Éê„ÅÑ„Å®ÊÄù„ÅÜ‰∫∫RT https://t.co/1hSsFSmShL" FALSE 0 0 "MUSASHI" FALSE 1 9 "" 0 27 FALSE "Â£ÅÊâì„Å°Âû¢ „Ç¢„Éã„É° ‰ø≥ÂÑ™(2.5‰∏ª)Â•Ω„Åç ËÖê„ÉÑ„Ç§Â§ö„ÇÅ"
"taylor_swift30" "Tunesfresh" NA 1340654395 "\"Kanye West says Taylor Swift &amp; Amber Rose owe him sex in leaked Famous demo track\"   https://t.co/MQE8mkroep" FALSE 0 0 "#Tunes Ade's Blog#" FALSE 10 285 "lagos" 127 90 FALSE "Add up my BBM channel C002030DE... 
Ff me on IG... @tunesbabe... 
#LifeOfAFemaleBlogger"
"taylor_swift31" "taylors82547896" NA 1434396137 "@500DaysOfRamon Here's all the Taylor Swift music you need https://t.co/Sj1WVhXoFq" FALSE 0 0 "TAYLOR SWIFT" FALSE 1 83 "" 16 65 FALSE "All the best Taylor Swift news headlines in one place - Not affiliated with Taylor Swift"
"taylor_swift32" "encaswift" NA 1431847046 "RT @kevinjn: There is a magazine simply called Celebrating 10 Years of Taylor Swift Superstar https://t.co/D3Q2HTaDO0" TRUE 0 78 "Sang'gre Taylor" FALSE 7 298 "Republic of the Philippines" 4957 166 FALSE "this love is good"
"taylor_swift33" "laurscallen" NA 1352408413 "Taylor Swift is going to do something big soon. Idk what. But it's going to happen soon guys." FALSE 2 0 "laur" FALSE 7 318 "" 3121 307 FALSE "Centennial PR Student ‚Ä¢ Laurier Alumni ‚Ä¢ Unwritten Writer ‚Ä¢ Lush Lover ‚Ä¢ TV Junkie ‚Ä¢ Go Jays!"
"taylor_swift34" "EnchantedSab" NA 1403486073 "MY DAD JUST CONFIRMED TO ME THAT HE GOT THE TAYLOR SWIFT/FORMULA ONE TICKETS AND IM FREAKINGGG OUT" FALSE 0 0 "ashlyn//3Ì†ΩÌ≤°" FALSE 4 382 "Austin, TX 10/22 " 25524 588 FALSE "my husband followed me on 6/2/16 #IlluminateOniTunes"
"taylor_swift35" "daniantunez7" NA 1429026820 "Taylor Swift - Blank Space #MutualFollow https://t.co/NN8DWimrYY" FALSE 0 0 "Daniela Antunez" FALSE 128 1696 "" 0 72 FALSE ""
"taylor_swift36" "t_s_institute" NA 1438945554 "New @CapgeminiConsul report shows Ì†ºÌ∑¶Ì†ºÌ∑π being amongst the most progressive and innovative Taylor Swift users in Europe!‚Ä¶" FALSE 0 0 "OpenDataTaylorSwift" FALSE 706 782 "" 1 1 FALSE "s/open data/Taylor Swift/g"
"taylor_swift37" "RevivingGomez" NA 1386151817 "just a reminder that i hate taylor swift. have a good day" FALSE 0 0 "147" FALSE 9 1404 "andrea tweeted me:" 26772 817 FALSE "selena gomez | tana mongeau | anna saccone | saw my sunshine august 9th. @dreamyselala ‚ô°"
"taylor_swift38" "muskokaclean" NA 1322780906 "RT @SebJackson90: So far at Steelheads game, I've heard the song that we used for our wedding, Taylor Swift and a few other slow songs. @Sh‚Ä¶" TRUE 0 2 "MuskokaClean.com" FALSE 101 4102 "Muskoka" 15108 3946 FALSE "Complete Cleaning Service Muskoka - Home, Commercial, Construction.  Cottage Supports Specialists.  Concierge Service.  Property Management Muskoka 705-706-3015"
"taylor_swift39" "DonghaEva" NA 1266761285 "weekend + rainy = perfect ‚òîÌ†ΩÌ≤¶ ‚ô´ Two Is Better Than One (feat. Taylor Swift) by Boys Like Girls ‚Äî https://t.co/y2PkBJbrK0" FALSE 0 0 "ST. Nur Muzdalifah" FALSE 1 381 "Balikpapan" 42 459 FALSE "LINE ID : eva930814 | Path : Eva Mzdlfh"
"taylor_swift40" "500DaysOfRamon" NA 1302468967 "RT @CGBPosts: Taylor Swift: *abandons country music*
Lady Gaga: https://t.co/6GpCaWOYlM" TRUE 0 2216 "caught in the act" FALSE 14 470 "Vit√≥ria, Brazil" 2162 428 FALSE "i want to turn the whole world on, just for a moment... if only for a moment."
"taylor_swift41" "sufidylan" NA 1337170036 "#NP Black Space by Taylor Swift. Yes, you do look like my next mistake." FALSE 3 0 "sufi" FALSE 4 433 "Land Below The Wind, Borneo" 10744 280 FALSE ""
"taylor_swift42" "pleasebesarah" NA 1456972175 "all I'm wondering about Taylor Swift's $20,000,000 tribeca apartment is how she found an apartment in tribeca worth $20,000,000" FALSE 0 0 "cryptic carbie" FALSE 2 248 "‚ìã" 2309 116 FALSE "ridiculous title, 17 tracks, no stylistic"
"taylor_swift43" "longliveswift16" NA 1241677665 "RT @KarlieUpdates: Taylor Swift is back at it again with liking Karlie's posts on Instagram Ì†ΩÌ≤ó https://t.co/paq8pjmYXl" TRUE 0 320 "patricia cunanan" FALSE 28 1193 "" 48 1464 FALSE "I dedicated my life to a blonde singer/songwriter who is obssesed with cats, baking and crime shows. And it was the greatest decicion of my life"
"taylor_swift44" "BoringKeiran" NA 1375716096 "\"Imagine if Taylor Swift was on tour and Beyonc√© was her support act\" - Charlotte

Our friendship has ended" FALSE 3 1 "Keiran" FALSE 10 1837 "Luton, England" 2960 74 FALSE "too confused and sober | Snapchat - kieran2301"
"taylor_swift45" "demiorwhatever" NA 1394764814 "RT @thisickbeat: demi: all body types are beautiful
taylor swift: thank y-
demi: https://t.co/yWePCKXtAT" TRUE 0 592 "Ì†ΩÌπÉ" FALSE 8 1017 "" 14814 818 FALSE "#blacklivesmatter I'm a art child who stans talent and likes to sleep // I'm a problem with problems"
"taylor_swift46" "gwekyla" NA 1425172952 "RT @flavlesswift: So, Taylor Swift and Swifties were right the whole time? What a surprise #KanyeWestExposedParty https://t.co/80b5HrkoDs" TRUE 0 469 "Gwen Igharas" FALSE 0 35 "" 43 19 FALSE ""
"taylor_swift47" "NoraluzSwiftieT" FALSE 1362624590 "RT @KarlieUpdates: Taylor Swift is back at it again with liking Karlie's posts on Instagram Ì†ΩÌ≤ó https://t.co/paq8pjmYXl" TRUE 0 320 "MY ‚ù§ BELONGS TO TS" FALSE 18 516 "Cusco, Peru" 47486 358 FALSE "PERUVIAN GIRL // 18 // TAYLOR SWIFT DESERVES TO BE HAPPY :) / NO ENCAJO EN ESTE MUNDO Y ES TODO UN HONOR !"
"taylor_swift48" "TaylorSwift24x7" NA 1353773242 "Kelly Clarkson Knows Absolutely Nothing About Demi Lovato's Feud with Taylor Swift - Bravo (blog) https://t.co/Do2134h7T9" FALSE 0 0 "Taylor Swift" FALSE 18 3905 "Liverpool" 0 3361 FALSE "We deliver the latest Taylor Swift news everyday"
"taylor_swift49" "chatpit" NA 1250132269 "RT @kevinjn: There is a magazine simply called Celebrating 10 Years of Taylor Swift Superstar https://t.co/D3Q2HTaDO0" TRUE 0 78 "Chatpit" FALSE 185 12998 "" 19656 14212 FALSE "..:: - We are one of the top chat sites on the Internet. - ::.. Thank you for your support!"
"taylor_swift50" "TaylorSwiftfanu" NA 1337939532 "Kelly Clarkson Knows Absolutely Nothing About Demi Lovato's Feud with Taylor Swift - Bravo (blog) https://t.co/on84513RDR" FALSE 0 0 "Taylor Swift fanu" FALSE 23 4373 "" 0 4769 FALSE "We deliver the latest Taylor Swift news everyday."
"taylor_swift51" "Morgan__Mabry" NA 1342497016 "RT @TSwiftNeedsYou: Want the chance to win Taylor Swift: This Is Our Song, the book Simon &amp; Schuster is publishing, before its release date‚Ä¶" TRUE 0 907 "Morgan" FALSE 0 168 "" 11621 359 FALSE "i'd rather be sleeping."
"taylor_swift52" "gwekyla" NA 1425172952 "RT @tayIorscurIs: It's so funny how other fandoms attack Taylor Swift in #KanyeWestExposedParty when they literally don't know anything. Ho‚Ä¶" TRUE 0 523 "Gwen Igharas" FALSE 0 35 "" 43 19 FALSE ""
"taylor_swift53" "TaboadaAnaid" NA 1452811210 "#EnMiPlayList Taylor Swift Ì†ºÌæß" FALSE 0 0 "Anaid Garcia" FALSE 0 5 "" 414 19 FALSE "lo f√°cil aburre, lo dif√≠cil atrae, lo imposible obsesiona"
"taylor_swift54" "thxselena" NA 1281302191 "RT @people: Kanye West‚Äôs #Famous demo leaked, reveals different lyrics on Taylor Swift and Amber Rose https://t.co/vf4dCRVhNc https://t.co/‚Ä¶" TRUE 0 1212 "ta√≠s" FALSE 66 1759 "Ravenclaw, Hogwarts" 250 928 FALSE ""
"taylor_swift55" "ohmanbb" NA 1219799823 "@xohillaryrose it's chill. I'm probably the only one who thinks Taylor Swift is sleazy AF." FALSE 1 0 "DJ Trick-e-TreatÌ†ºÌΩ≠" FALSE 8 911 "" 31686 193 FALSE "Short and Slightly Inappropriate"
"taylor_swift56" "swiftsayz" NA 1307946314 "\"I'm never ever going to get past hoping that love works out.\" - Taylor Swift" FALSE 1 0 "Taylor Swift" FALSE 5 1246 "New York" 0 2080 FALSE "We don't need to share the same opinions as others, but we need to be respectful."
"taylor_swift57" "OsChartRadio" NA 1447358646 "Nu op #OsChartRadio: Taylor Swift - Out of the Woods https://t.co/V2Wm3OR2DB" FALSE 0 0 "OsChart Radio" FALSE 11 43 "Amsterdam, Noord-Holland" 0 6 FALSE "OsChart Radio brengt je 24 uur per dag, 7 dagen per week, hits uit de OsChart!"
"taylor_swift58" "wowsgal1230" NA 1375928883 "I added a video to a @YouTube playlist https://t.co/HU81FThkxZ Taylor Swift - Shake It Off" FALSE 0 0 "Megan Emily Davis" FALSE 1 18 "" 9 33 FALSE "Music lover, DJ, Website builder, Great friend"
"taylor_swift59" "dtjamesford" NA 1362422972 "i'm drink bbefore 5 and screaming about how kanye is a liar and i love taylor swift" FALSE 2 0 "jillian" FALSE 5 148 "San Francisco, CA" 9967 245 FALSE "ain't no uptown sucker gonna tell me how to live my life ‚ú®"
"taylor_swift60" "sinkingswift" NA 1406488817 "RT @KarlieUpdates: Taylor Swift is back at it again with liking Karlie's posts on Instagram Ì†ΩÌ≤ó https://t.co/paq8pjmYXl" TRUE 0 320 "gayafÌ†ºÌæÉ" FALSE 3 664 "" 6134 1114 FALSE "there were stranger watching and whispers turned to talking and talking turned to screams - t.s."
"taylor_swift61" "Shakes1" NA 1234752550 "RT @SebJackson90: So far at Steelheads game, I've heard the song that we used for our wedding, Taylor Swift and a few other slow songs. @Sh‚Ä¶" TRUE 0 2 "Stefan Ottenbrite" FALSE 161 3176 "Mississauga & Muskoka" 8408 2197 FALSE "President of @Muskoka411 & @DoMuskoka  | Entrepreneur  | DJ for11 years  |"
"taylor_swift62" "collectibles306" NA 1472771389 "Weekly Thrift Pics 1 Hello kitty backstreet boys shania twain Taylor Swift https://t.co/MQKemmMPaR" FALSE 0 0 "Britt's Collectibles" FALSE 11 646 "Saskatoon, Saskatchewan" 10148 506 FALSE "The official twitter for the eBay Store Brittscollectibles306. now specializing in vintage, band, artist tees & other apparel."
"taylor_swift63" "Laurasenio" NA 1299049941 "Pretty sure the ever-classy @nancyodell is going to play her Taylor Swift card and ask to be removed from this depraved #Trump narrative" FALSE 2 0 "Laura Hockridge" FALSE 13 822 "Malibu, CA~formerly NJ/DC" 10909 577 FALSE "TV Executive/Producer ~ Movie buff~ Oenophile~ Politico ~ Tennis outlier ~ Proud Hoya ~ Old enough to know better, still too young to care ~ #ImWithHer"
"taylor_swift64" "kateaubry1" NA 1331981391 "RT @GustBrian: Taylor Swift https://t.co/66qu74Jz1s" TRUE 0 2 "kate aubry" FALSE 392 571 "Paris, France" 21761 83 FALSE "Vous √™tes n√© un original. Ne devenez pas une copie...
#photos #PSG #sport #Paris #Quotidien  #loveislove !"
"taylor_swift65" "MiguelHilargiak" NA 1419213630 "RT @Havenlust: After Sunset ;-)  My ultimate goal is to end up being happy. Most of the time. Taylor Swift
#art #travel #socialmedia #You h‚Ä¶" TRUE 0 51 "Miguel Manibardo" FALSE 549 15258 "southerm european" 242949 15399 FALSE "Dudo, busco y a veces encuentro. soy un animal m√°s. planto √°rboles! somos unos b√°rbaros!!"
"taylor_swift66" "SmithWandagah" NA 1471066171 "Is Taylor Swift Dropping a Surprise New Album? 6 Things She Must Address - Us Weekly - https://t.co/sS0Ltyy3wk" FALSE 1 0 "Smith Wanda" FALSE 7 150 "US" 0 884 FALSE "Friend of animals everywhere. Total food enthusiast. Beer ninja. Falls down a lot."
"taylor_swift67" "OnceUponASpoby" FALSE 1396627937 "RT @flavlesswift: So, Taylor Swift and Swifties were right the whole time? What a surprise #KanyeWestExposedParty https://t.co/80b5HrkoDs" TRUE 0 469 "JustLikeFire" FALSE 38 2817 "" 57414 611 FALSE "Captain Swan and Spoby are life If You hate Toby and Keegan, I hate You. I tweet what I want Don't like it? Don't follow [Keegs 2/7/15]"
"taylor_swift68" "AlwaysInMyHeort" NA 1448303755 "RT @SimplySFans: Taylor Swift, Lorde, Suki Waterhouse, Cara Delevingne and other friends celebrating over dinner in New York City earlier l‚Ä¶" TRUE 0 115 "Ì†ºÌ∑¶Ì†ºÌ∑∑Declan Blay‚ô•Ì†ºÌ∑ªÌ†ºÌ∑™" FALSE 12 619 "Worldwide" 2674 631 FALSE ".La m√∫sica es el arte m√°s directo, entra por el o√≠do y va al coraz√≥n. /  Forever crush @NiallOfficial. My Love Nick Bateman. 100% #Swiftie ‚ô•Peace & Love‚ô•"
"taylor_swift69" "kaitlynnrea1" NA 1430741822 "Taylor Swift - I Knew You Were Trouble https://t.co/0195BqmuOd" FALSE 1 0 "saki" FALSE 1 142 "" 0 619 FALSE "„Å®„Çä„ÅÇ„Åà„Åö„Éá„Ç£„Ç∫„Éã„Éº"
"taylor_swift70" "SarahIsPresent" NA 1403203506 "Is Taylor Swift gonna sue the pound shop for this tho https://t.co/J4VFbgHTaQ" FALSE 0 0 "Sarah Kelly" FALSE 1 52 "" 6631 268 FALSE ""
